,time(s),pressure_1(bar),main_pressure(bar),venturi_pressure_1(bar),venturi_pressure_2(bar),venturi_pressure_3(bar),venturi_pressure_4(bar),venturi_pressure_5(bar),pump_speed(rpm),water_temp(c),reserved,outlet_flowrate(lpm),inlet_flowrate(lpm),test_case,test_case_iter,nozzle_len(mm),nozzle_dia(mm),venturi_dist(mm)
138670,60.5,-0.13,1.05,1.16,0.06,0.04,0.14,0.12,897.86,31.76,0.0,320.92,-2.71,28.0,1.0,24.0,20.0,30.0
138671,60.6,-0.15,1.05,1.08,0.04,0.06,0.14,0.14,912.29,31.79,0.0,320.68,-2.54,28.0,1.0,24.0,20.0,30.0
138672,60.7,-0.14,1.04,1.12,0.08,0.08,0.16,0.14,900.16,31.77,0.0,321.28,-2.2,28.0,1.0,24.0,20.0,30.0
138673,60.8,-0.12,1.17,1.15,0.06,0.04,0.12,0.11,895.5,31.76,0.0,321.02,-1.93,28.0,1.0,24.0,20.0,30.0
138674,60.9,-0.15,1.14,1.11,0.02,0.07,0.15,0.16,917.88,31.75,0.0,319.94,-2.47,28.0,1.0,24.0,20.0,30.0
138675,61.0,-0.11,0.98,1.12,0.08,0.09,0.19,0.14,902.43,31.77,0.0,320.39,-2.65,28.0,1.0,24.0,20.0,30.0
138676,61.1,-0.12,1.13,1.15,0.05,0.05,0.16,0.11,908.33,31.77,0.0,320.88,-2.53,28.0,1.0,24.0,20.0,30.0
138677,61.2,-0.15,1.0,1.1,0.03,0.05,0.16,0.15,913.96,31.79,0.0,320.68,-2.15,28.0,1.0,24.0,20.0,30.0
138678,61.3,-0.13,0.97,1.12,0.1,0.09,0.16,0.12,905.24,31.77,0.0,320.46,-2.1,28.0,1.0,24.0,20.0,30.0
138679,61.4,-0.12,1.2,1.15,0.06,0.05,0.14,0.11,895.65,31.78,0.0,320.44,-2.46,28.0,1.0,24.0,20.0,30.0
138680,61.5,-0.14,1.0,1.1,0.02,0.05,0.18,0.17,922.53,31.78,0.0,320.36,-2.43,28.0,1.0,24.0,20.0,30.0
138681,61.6,-0.11,1.13,1.13,0.08,0.1,0.16,0.09,888.36,31.79,0.0,320.67,-2.25,28.0,1.0,24.0,20.0,30.0
138682,61.7,-0.12,1.14,1.14,0.06,0.04,0.11,0.1,908.29,31.79,0.0,321.09,-2.14,28.0,1.0,24.0,20.0,30.0
138683,61.8,-0.16,0.91,1.1,0.02,0.06,0.18,0.15,910.91,31.78,0.0,320.53,-2.46,28.0,1.0,24.0,20.0,30.0
138684,61.9,-0.12,1.01,1.13,0.09,0.1,0.17,0.13,906.47,31.76,0.0,321.19,-2.7,28.0,1.0,24.0,20.0,30.0
138685,62.0,-0.12,1.25,1.14,0.05,0.05,0.11,0.11,899.63,31.79,0.0,321.12,-2.52,28.0,1.0,24.0,20.0,30.0
138686,62.1,-0.15,1.02,1.09,0.02,0.06,0.17,0.15,921.56,31.79,0.0,321.09,-2.11,28.0,1.0,24.0,20.0,30.0
138687,62.2,-0.12,1.15,1.12,0.09,0.1,0.2,0.13,888.07,31.8,0.0,321.31,-2.14,28.0,1.0,24.0,20.0,30.0
138688,62.3,-0.11,1.23,1.14,0.06,0.05,0.1,0.11,908.18,31.8,0.0,321.8,-2.43,28.0,1.0,24.0,20.0,30.0
138689,62.4,-0.15,0.93,1.07,0.03,0.05,0.17,0.14,910.71,31.77,0.0,320.76,-2.78,28.0,1.0,24.0,20.0,30.0
138690,62.5,-0.11,1.14,1.12,0.1,0.09,0.2,0.15,905.7,31.79,0.0,321.59,-2.33,28.0,1.0,24.0,20.0,30.0
138691,62.6,-0.11,0.99,1.15,0.05,0.04,0.14,0.11,899.89,31.8,0.0,321.2,-2.11,28.0,1.0,24.0,20.0,30.0
138692,62.7,-0.17,1.04,1.09,0.02,0.08,0.16,0.15,919.49,31.82,0.0,321.25,-2.34,28.0,1.0,24.0,20.0,30.0
138693,62.8,-0.13,1.06,1.13,0.09,0.11,0.19,0.13,888.04,31.81,0.0,320.84,-2.8,28.0,1.0,24.0,20.0,30.0
138694,62.9,-0.11,1.01,1.14,0.07,0.06,0.11,0.09,909.19,31.8,0.0,321.32,-2.67,28.0,1.0,24.0,20.0,30.0
138695,63.0,-0.17,1.17,1.08,0.02,0.06,0.19,0.16,910.88,31.79,0.0,319.81,-2.28,28.0,1.0,24.0,20.0,30.0
138696,63.1,-0.12,1.06,1.12,0.09,0.08,0.19,0.12,906.66,31.8,0.0,321.54,-2.15,28.0,1.0,24.0,20.0,30.0
138697,63.2,-0.11,1.03,1.14,0.05,0.05,0.1,0.1,899.42,31.79,0.0,320.61,-2.59,28.0,1.0,24.0,20.0,30.0
138698,63.3,-0.16,1.05,1.09,0.03,0.06,0.16,0.13,921.81,31.81,0.0,321.65,-2.82,28.0,1.0,24.0,20.0,30.0
138699,63.4,-0.14,0.9,1.12,0.09,0.09,0.19,0.13,887.79,31.8,0.0,320.55,-2.54,28.0,1.0,24.0,20.0,30.0
138700,63.5,-0.1,1.07,1.15,0.05,0.04,0.1,0.1,911.77,31.83,0.0,321.89,-2.13,28.0,1.0,24.0,20.0,30.0
138701,63.6,-0.16,1.08,1.07,0.01,0.05,0.19,0.16,908.83,31.74,0.0,319.43,-2.13,28.0,1.0,24.0,20.0,30.0
138702,63.7,-0.13,1.02,1.12,0.09,0.09,0.17,0.12,906.28,31.76,0.0,321.32,-2.5,28.0,1.0,24.0,20.0,30.0
138703,63.8,-0.11,1.15,1.14,0.05,0.05,0.09,0.08,901.3,31.76,0.0,319.72,-2.56,28.0,1.0,24.0,20.0,30.0
138704,63.9,-0.17,0.94,1.1,0.03,0.05,0.15,0.15,919.8,31.78,0.0,322.26,-2.25,28.0,1.0,24.0,20.0,30.0
138705,64.0,-0.15,0.94,1.14,0.09,0.09,0.16,0.13,888.83,31.76,0.0,320.82,-2.11,28.0,1.0,24.0,20.0,30.0
138706,64.1,-0.1,1.14,1.14,0.05,0.04,0.08,0.11,899.47,31.79,0.0,321.64,-2.55,28.0,1.0,24.0,20.0,30.0
138707,64.2,-0.16,0.97,1.09,0.02,0.05,0.17,0.17,909.19,31.75,0.0,320.24,-2.78,28.0,1.0,24.0,20.0,30.0
138708,64.3,-0.13,1.07,1.12,0.11,0.09,0.15,0.11,883.85,31.79,0.0,321.75,-2.38,28.0,1.0,24.0,20.0,30.0
138709,64.4,-0.11,1.28,1.14,0.05,0.03,0.08,0.11,900.0,31.77,0.0,321.24,-1.93,28.0,1.0,24.0,20.0,30.0
138710,64.5,-0.17,1.09,1.12,0.03,0.04,0.18,0.16,895.38,31.79,0.0,321.41,-2.32,28.0,1.0,24.0,20.0,30.0
138711,64.6,-0.15,0.95,1.13,0.1,0.11,0.19,0.12,887.52,31.78,0.0,321.03,-2.74,28.0,1.0,24.0,20.0,30.0
138712,64.7,-0.11,1.12,1.13,0.05,0.02,0.11,0.11,898.91,31.79,0.0,321.24,-2.89,28.0,1.0,24.0,20.0,30.0
138713,64.8,-0.16,0.89,1.08,0.02,0.06,0.18,0.13,904.94,31.78,0.0,320.61,-2.2,28.0,1.0,24.0,20.0,30.0
138714,64.9,-0.13,1.04,1.13,0.12,0.11,0.18,0.11,883.59,31.78,0.0,322.16,-2.22,28.0,1.0,24.0,20.0,30.0
138715,65.0,-0.12,1.16,1.14,0.05,0.03,0.13,0.11,899.78,31.78,0.0,321.34,-2.24,28.0,1.0,24.0,20.0,30.0
138716,65.1,-0.17,0.98,1.09,0.04,0.06,0.17,0.14,895.02,31.81,0.0,321.05,-2.87,28.0,1.0,24.0,20.0,30.0
138717,65.2,-0.15,1.15,1.13,0.1,0.08,0.16,0.12,887.39,31.79,0.0,321.14,-2.62,28.0,1.0,24.0,20.0,30.0
138718,65.3,-0.11,1.18,1.13,0.05,0.03,0.12,0.12,898.76,31.8,0.0,320.74,-2.28,28.0,1.0,24.0,20.0,30.0
138719,65.4,-0.16,0.9,1.08,0.03,0.05,0.16,0.13,906.06,31.79,0.0,320.97,-2.13,28.0,1.0,24.0,20.0,30.0
138720,65.5,-0.14,1.11,1.13,0.1,0.1,0.18,0.12,883.78,31.79,0.0,321.39,-2.37,28.0,1.0,24.0,20.0,30.0
138721,65.6,-0.12,1.11,1.14,0.04,0.06,0.11,0.11,899.8,31.79,0.0,321.7,-2.69,28.0,1.0,24.0,20.0,30.0
138722,65.7,-0.17,0.97,1.1,0.03,0.07,0.18,0.16,894.94,31.8,0.0,321.29,-2.7,28.0,1.0,24.0,20.0,30.0
138723,65.8,-0.16,1.15,1.14,0.1,0.08,0.13,0.11,887.56,31.8,0.0,321.12,-2.12,28.0,1.0,24.0,20.0,30.0
138724,65.9,-0.1,1.18,1.13,0.06,0.04,0.12,0.1,898.84,31.8,0.0,320.63,-2.23,28.0,1.0,24.0,20.0,30.0
138725,66.0,-0.15,1.03,1.09,0.03,0.08,0.18,0.16,909.55,31.78,0.0,320.93,-2.52,28.0,1.0,24.0,20.0,30.0
138726,66.1,-0.14,1.1,1.14,0.1,0.09,0.16,0.12,883.87,31.74,0.0,322.03,-2.69,28.0,1.0,24.0,20.0,30.0
138727,66.2,-0.11,1.08,1.13,0.04,0.03,0.11,0.1,916.14,31.75,0.0,321.22,-2.27,28.0,1.0,24.0,20.0,30.0
138728,66.3,-0.17,1.08,1.09,0.05,0.06,0.17,0.17,894.54,31.76,0.0,320.71,-2.21,28.0,1.0,24.0,20.0,30.0
138729,66.4,-0.17,1.04,1.13,0.1,0.1,0.16,0.12,899.0,31.76,0.0,321.29,-2.56,28.0,1.0,24.0,20.0,30.0
138730,66.5,-0.1,1.13,1.13,0.04,0.05,0.1,0.11,898.31,31.78,0.0,320.8,-2.64,28.0,1.0,24.0,20.0,30.0
138731,66.6,-0.14,1.15,1.09,0.05,0.06,0.19,0.16,900.71,31.75,0.0,321.23,-2.44,28.0,1.0,24.0,20.0,30.0
138732,66.7,-0.16,1.12,1.14,0.1,0.08,0.15,0.12,889.69,31.76,0.0,321.4,-2.03,28.0,1.0,24.0,20.0,30.0
138733,66.8,-0.1,1.1,1.12,0.04,0.06,0.11,0.12,910.49,31.76,0.0,320.98,-2.21,28.0,1.0,24.0,20.0,30.0
138734,66.9,-0.17,1.02,1.09,0.05,0.05,0.17,0.17,895.1,31.77,0.0,321.4,-2.66,28.0,1.0,24.0,20.0,30.0
138735,67.0,-0.16,0.9,1.14,0.09,0.09,0.14,0.12,893.7,31.76,0.0,321.39,-2.87,28.0,1.0,24.0,20.0,30.0
138736,67.1,-0.11,1.12,1.13,0.04,0.04,0.09,0.1,907.75,31.78,0.0,321.85,-2.22,28.0,1.0,24.0,20.0,30.0
138737,67.2,-0.13,1.09,1.08,0.05,0.05,0.16,0.15,900.49,31.77,0.0,320.7,-1.99,28.0,1.0,24.0,20.0,30.0
138738,67.3,-0.16,1.05,1.14,0.09,0.09,0.14,0.09,890.06,31.79,0.0,321.12,-2.22,28.0,1.0,24.0,20.0,30.0
138739,67.4,-0.11,1.14,1.13,0.03,0.03,0.11,0.1,908.05,31.75,0.0,320.18,-2.55,28.0,1.0,24.0,20.0,30.0
138740,67.5,-0.16,0.96,1.08,0.05,0.08,0.19,0.16,896.84,31.78,0.0,322.02,-2.5,28.0,1.0,24.0,20.0,30.0
138741,67.6,-0.16,1.0,1.14,0.09,0.09,0.16,0.12,893.33,31.76,0.0,321.53,-2.33,28.0,1.0,24.0,20.0,30.0
138742,67.7,-0.12,1.08,1.13,0.05,0.03,0.1,0.13,907.46,31.76,0.0,322.57,-2.19,28.0,1.0,24.0,20.0,30.0
138743,67.8,-0.13,0.97,1.08,0.04,0.07,0.17,0.15,901.36,31.76,0.0,320.31,-2.53,28.0,1.0,24.0,20.0,30.0
138744,67.9,-0.16,1.05,1.14,0.1,0.09,0.14,0.11,889.58,31.78,0.0,321.08,-2.51,28.0,1.0,24.0,20.0,30.0
138745,68.0,-0.11,1.19,1.12,0.05,0.04,0.13,0.12,908.21,31.78,0.0,320.97,-2.28,28.0,1.0,24.0,20.0,30.0
138746,68.1,-0.14,0.9,1.09,0.04,0.06,0.16,0.17,897.7,31.79,0.0,321.65,-2.0,28.0,1.0,24.0,20.0,30.0
138747,68.2,-0.15,1.15,1.14,0.09,0.09,0.16,0.1,893.5,31.73,0.0,321.01,-2.47,28.0,1.0,24.0,20.0,30.0
138748,68.3,-0.13,1.0,1.13,0.05,0.04,0.1,0.12,907.27,31.74,0.0,321.83,-2.8,28.0,1.0,24.0,20.0,30.0
138749,68.4,-0.12,0.92,1.08,0.04,0.08,0.18,0.15,901.31,31.74,0.0,320.32,-2.51,28.0,1.0,24.0,20.0,30.0
138750,68.5,-0.15,1.05,1.15,0.1,0.09,0.15,0.11,903.87,31.75,0.0,320.74,-2.16,28.0,1.0,24.0,20.0,30.0
138751,68.6,-0.11,1.05,1.11,0.03,0.04,0.1,0.12,908.71,31.75,0.0,320.0,-2.02,28.0,1.0,24.0,20.0,30.0
138752,68.7,-0.14,1.02,1.07,0.05,0.07,0.15,0.16,905.48,31.75,0.0,321.54,-2.43,28.0,1.0,24.0,20.0,30.0
138753,68.8,-0.15,1.21,1.14,0.1,0.09,0.14,0.12,893.62,31.74,0.0,321.21,-2.7,28.0,1.0,24.0,20.0,30.0
138754,68.9,-0.13,1.12,1.12,0.04,0.05,0.07,0.11,918.84,31.72,0.0,321.6,-2.51,28.0,1.0,24.0,20.0,30.0
138755,69.0,-0.12,1.04,1.09,0.05,0.09,0.2,0.16,900.51,31.73,0.0,321.02,-2.18,28.0,1.0,24.0,20.0,30.0
138756,69.1,-0.15,1.04,1.14,0.09,0.08,0.15,0.1,902.87,31.75,0.0,321.56,-2.26,28.0,1.0,24.0,20.0,30.0
138757,69.2,-0.12,1.01,1.12,0.04,0.04,0.11,0.11,912.12,31.77,0.0,322.51,-2.56,28.0,1.0,24.0,20.0,30.0
138758,69.3,-0.13,1.06,1.1,0.04,0.08,0.19,0.14,904.72,31.77,0.0,320.77,-2.64,28.0,1.0,24.0,20.0,30.0
138759,69.4,-0.14,1.16,1.15,0.1,0.11,0.14,0.09,903.66,31.75,0.0,320.87,-2.31,28.0,1.0,24.0,20.0,30.0
138760,69.5,-0.13,1.13,1.11,0.03,0.04,0.08,0.11,918.93,31.74,0.0,319.7,-2.24,28.0,1.0,24.0,20.0,30.0
138761,69.6,-0.13,1.13,1.09,0.05,0.08,0.17,0.13,895.63,31.75,0.0,321.23,-2.25,28.0,1.0,24.0,20.0,30.0
138762,69.7,-0.14,1.08,1.14,0.09,0.09,0.15,0.1,905.25,31.75,0.0,321.57,-2.79,28.0,1.0,24.0,20.0,30.0
138763,69.8,-0.12,1.06,1.12,0.04,0.04,0.09,0.14,912.15,31.77,0.0,321.63,-2.55,28.0,1.0,24.0,20.0,30.0
138764,69.9,-0.13,1.13,1.09,0.06,0.09,0.19,0.15,904.94,31.76,0.0,321.07,-2.32,28.0,1.0,24.0,20.0,30.0
138765,70.0,-0.13,1.1,1.15,0.1,0.09,0.15,0.11,902.07,31.76,0.0,321.47,-2.24,28.0,1.0,24.0,20.0,30.0
138766,70.1,-0.14,1.21,1.12,0.05,0.04,0.13,0.13,920.53,31.75,0.0,320.24,-2.53,28.0,1.0,24.0,20.0,30.0
138767,70.2,-0.12,1.19,1.08,0.05,0.08,0.21,0.15,895.53,31.75,0.0,320.85,-2.46,28.0,1.0,24.0,20.0,30.0
138768,70.3,-0.12,1.08,1.16,0.09,0.09,0.15,0.12,904.67,31.76,0.0,322.13,-2.25,28.0,1.0,24.0,20.0,30.0
138769,70.4,-0.14,1.14,1.13,0.03,0.04,0.09,0.12,912.02,31.78,0.0,322.72,-2.13,28.0,1.0,24.0,20.0,30.0
138770,70.5,-0.12,1.16,1.1,0.05,0.08,0.19,0.14,904.98,31.74,0.0,321.38,-2.46,28.0,1.0,24.0,20.0,30.0
138771,70.6,-0.13,0.98,1.15,0.1,0.1,0.14,0.11,902.63,31.76,0.0,321.38,-2.91,28.0,1.0,24.0,20.0,30.0
138772,70.7,-0.16,1.14,1.12,0.03,0.04,0.14,0.13,920.69,31.77,0.0,320.83,-2.48,28.0,1.0,24.0,20.0,30.0
138773,70.8,-0.12,0.97,1.1,0.05,0.08,0.19,0.14,895.78,31.78,0.0,320.79,-2.11,28.0,1.0,24.0,20.0,30.0
138774,70.9,-0.12,1.07,1.14,0.1,0.09,0.13,0.11,904.81,31.78,0.0,321.37,-1.97,28.0,1.0,24.0,20.0,30.0
138775,71.0,-0.15,1.25,1.11,0.04,0.03,0.13,0.12,913.18,31.76,0.0,321.56,-2.51,28.0,1.0,24.0,20.0,30.0
138776,71.1,-0.12,1.12,1.11,0.05,0.08,0.16,0.16,905.16,31.78,0.0,322.06,-2.8,28.0,1.0,24.0,20.0,30.0
138777,71.2,-0.12,1.08,1.15,0.1,0.07,0.13,0.1,903.27,31.78,0.0,321.32,-2.5,28.0,1.0,24.0,20.0,30.0
138778,71.3,-0.16,1.14,1.11,0.05,0.02,0.13,0.13,919.39,31.74,0.0,321.71,-1.93,28.0,1.0,24.0,20.0,30.0
138779,71.4,-0.14,0.86,1.1,0.05,0.07,0.18,0.14,898.13,31.74,0.0,320.31,-2.3,28.0,1.0,24.0,20.0,30.0
138780,71.5,-0.11,1.14,1.15,0.1,0.09,0.11,0.11,906.23,31.74,0.0,321.29,-2.54,28.0,1.0,24.0,20.0,30.0
138781,71.6,-0.14,1.06,1.11,0.03,0.04,0.12,0.13,912.94,31.73,0.0,320.79,-2.73,28.0,1.0,24.0,20.0,30.0
138782,71.7,-0.12,1.05,1.11,0.05,0.09,0.16,0.15,879.82,31.73,0.0,322.62,-2.24,28.0,1.0,24.0,20.0,30.0
138783,71.8,-0.12,1.16,1.16,0.09,0.08,0.15,0.09,902.9,31.73,0.0,321.94,-2.22,28.0,1.0,24.0,20.0,30.0
138784,71.9,-0.17,1.12,1.12,0.04,0.06,0.12,0.13,898.25,31.75,0.0,321.35,-2.33,28.0,1.0,24.0,20.0,30.0
138785,72.0,-0.14,0.88,1.1,0.07,0.1,0.18,0.15,896.91,31.73,0.0,320.22,-2.65,28.0,1.0,24.0,20.0,30.0
138786,72.1,-0.11,1.23,1.14,0.09,0.08,0.14,0.09,897.05,31.74,0.0,321.2,-2.48,28.0,1.0,24.0,20.0,30.0
138787,72.2,-0.14,1.14,1.11,0.04,0.04,0.14,0.15,911.9,31.74,0.0,320.44,-2.36,28.0,1.0,24.0,20.0,30.0
138788,72.3,-0.12,1.04,1.1,0.04,0.07,0.19,0.14,879.82,31.74,0.0,322.1,-2.42,28.0,1.0,24.0,20.0,30.0
138789,72.4,-0.12,1.27,1.15,0.09,0.08,0.14,0.1,903.68,31.72,0.0,322.31,-2.83,28.0,1.0,24.0,20.0,30.0
138790,72.5,-0.16,1.16,1.11,0.02,0.05,0.13,0.13,896.62,31.76,0.0,320.74,-2.44,28.0,1.0,24.0,20.0,30.0
138791,72.6,-0.14,0.95,1.1,0.06,0.08,0.16,0.14,895.62,31.75,0.0,320.43,-2.39,28.0,1.0,24.0,20.0,30.0
138792,72.7,-0.11,1.15,1.14,0.09,0.07,0.12,0.1,898.41,31.76,0.0,321.03,-2.06,28.0,1.0,24.0,20.0,30.0
138793,72.8,-0.14,1.05,1.11,0.03,0.03,0.14,0.12,912.1,31.76,0.0,321.08,-2.39,28.0,1.0,24.0,20.0,30.0
138794,72.9,-0.13,1.1,1.1,0.06,0.08,0.2,0.14,880.91,31.76,0.0,321.78,-2.76,28.0,1.0,24.0,20.0,30.0
138795,73.0,-0.11,1.15,1.15,0.09,0.08,0.14,0.09,902.73,31.76,0.0,321.89,-2.61,28.0,1.0,24.0,20.0,30.0
138796,73.1,-0.17,1.09,1.12,0.02,0.05,0.12,0.13,896.91,31.76,0.0,321.25,-2.03,28.0,1.0,24.0,20.0,30.0
138797,73.2,-0.14,1.02,1.08,0.06,0.09,0.18,0.14,895.61,31.76,0.0,320.92,-2.06,28.0,1.0,24.0,20.0,30.0
138798,73.3,-0.11,1.09,1.15,0.09,0.1,0.1,0.12,898.44,31.77,0.0,321.95,-2.52,28.0,1.0,24.0,20.0,30.0
138799,73.4,-0.15,1.07,1.1,0.02,0.03,0.12,0.14,912.1,31.78,0.0,322.36,-2.83,28.0,1.0,24.0,20.0,30.0
138800,73.5,-0.14,1.02,1.1,0.06,0.1,0.2,0.13,878.58,31.77,0.0,321.29,-2.37,28.0,1.0,24.0,20.0,30.0
138801,73.6,-0.1,1.12,1.15,0.09,0.08,0.11,0.08,915.7,31.77,0.0,322.07,-2.11,28.0,1.0,24.0,20.0,30.0
138802,73.7,-0.17,1.18,1.11,0.03,0.04,0.11,0.11,897.48,31.75,0.0,320.2,-2.25,28.0,1.0,24.0,20.0,30.0
138803,73.8,-0.16,0.95,1.11,0.06,0.07,0.18,0.15,901.13,31.77,0.0,321.29,-2.81,28.0,1.0,24.0,20.0,30.0
138804,73.9,-0.11,1.14,1.14,0.08,0.07,0.13,0.09,895.32,31.78,0.0,321.41,-2.64,28.0,1.0,24.0,20.0,30.0
138805,74.0,-0.14,1.15,1.1,0.02,0.03,0.13,0.15,914.78,31.79,0.0,322.76,-2.26,28.0,1.0,24.0,20.0,30.0
138806,74.1,-0.16,0.89,1.1,0.06,0.09,0.19,0.13,879.05,31.78,0.0,321.94,-2.2,28.0,1.0,24.0,20.0,30.0
138807,74.2,-0.1,1.07,1.15,0.1,0.06,0.15,0.11,905.61,31.77,0.0,322.68,-2.45,28.0,1.0,24.0,20.0,30.0
138808,74.3,-0.16,1.21,1.1,0.02,0.03,0.11,0.13,898.06,31.77,0.0,319.34,-2.88,28.0,1.0,24.0,20.0,30.0
138809,74.4,-0.16,0.96,1.11,0.07,0.11,0.21,0.15,892.43,31.79,0.0,320.4,-2.68,28.0,1.0,24.0,20.0,30.0
138810,74.5,-0.11,1.17,1.16,0.09,0.07,0.14,0.11,904.7,31.78,0.0,321.57,-2.0,28.0,1.0,24.0,20.0,30.0
138811,74.6,-0.13,1.11,1.12,0.02,0.05,0.16,0.15,899.54,31.8,0.0,322.39,-2.24,28.0,1.0,24.0,20.0,30.0
138812,74.7,-0.17,1.0,1.1,0.07,0.09,0.2,0.15,881.73,31.78,0.0,321.92,-2.57,28.0,1.0,24.0,20.0,30.0
138813,74.8,-0.12,1.1,1.15,0.09,0.06,0.13,0.11,904.71,31.78,0.0,321.78,-2.78,28.0,1.0,24.0,20.0,30.0
138814,74.9,-0.15,1.09,1.11,0.03,0.04,0.13,0.14,895.33,31.78,0.0,319.66,-2.3,28.0,1.0,24.0,20.0,30.0
138815,75.0,-0.16,0.96,1.12,0.06,0.09,0.19,0.13,892.06,31.79,0.0,320.67,-2.35,28.0,1.0,24.0,20.0,30.0
138816,75.1,-0.12,1.22,1.14,0.09,0.09,0.13,0.09,904.33,31.8,0.0,321.55,-2.22,28.0,1.0,24.0,20.0,30.0
138817,75.2,-0.13,1.21,1.1,0.03,0.04,0.15,0.14,898.57,31.8,0.0,322.26,-2.66,28.0,1.0,24.0,20.0,30.0
138818,75.3,-0.18,1.04,1.11,0.07,0.09,0.2,0.16,881.77,31.79,0.0,322.04,-2.45,28.0,1.0,24.0,20.0,30.0
138819,75.4,-0.11,1.19,1.15,0.08,0.05,0.13,0.1,904.83,31.78,0.0,320.83,-2.27,28.0,1.0,24.0,20.0,30.0
138820,75.5,-0.15,1.02,1.1,0.02,0.06,0.12,0.14,896.22,31.79,0.0,320.92,-2.11,28.0,1.0,24.0,20.0,30.0
138821,75.6,-0.16,0.96,1.11,0.07,0.08,0.19,0.15,892.18,31.8,0.0,321.29,-2.76,28.0,1.0,24.0,20.0,30.0
138822,75.7,-0.13,1.11,1.15,0.09,0.05,0.11,0.1,902.25,31.8,0.0,322.61,-2.57,28.0,1.0,24.0,20.0,30.0
138823,75.8,-0.13,0.94,1.1,0.03,0.05,0.14,0.14,899.8,31.8,0.0,321.26,-2.58,28.0,1.0,24.0,20.0,30.0
138824,75.9,-0.18,1.0,1.12,0.06,0.09,0.21,0.15,881.22,31.81,0.0,320.97,-1.96,28.0,1.0,24.0,20.0,30.0
138825,76.0,-0.11,1.12,1.14,0.08,0.06,0.15,0.1,904.74,31.81,0.0,320.42,-2.2,28.0,1.0,24.0,20.0,30.0
138826,76.1,-0.13,0.99,1.1,0.02,0.03,0.15,0.14,904.98,31.81,0.0,320.36,-2.33,28.0,1.0,24.0,20.0,30.0
138827,76.2,-0.15,1.01,1.12,0.07,0.09,0.19,0.15,889.77,31.81,0.0,321.16,-2.62,28.0,1.0,24.0,20.0,30.0
138828,76.3,-0.12,1.11,1.15,0.08,0.07,0.1,0.1,917.81,31.82,0.0,322.21,-2.2,28.0,1.0,24.0,20.0,30.0
138829,76.4,-0.14,0.96,1.1,0.02,0.03,0.16,0.16,899.66,31.82,0.0,321.89,-2.33,28.0,1.0,24.0,20.0,30.0
138830,76.5,-0.17,1.04,1.1,0.07,0.08,0.18,0.13,897.65,31.83,0.0,321.13,-2.28,28.0,1.0,24.0,20.0,30.0
138831,76.6,-0.11,1.11,1.16,0.08,0.06,0.11,0.1,904.45,31.81,0.0,320.05,-2.73,28.0,1.0,24.0,20.0,30.0
138832,76.7,-0.11,1.03,1.08,0.02,0.04,0.14,0.13,903.82,31.83,0.0,320.74,-2.34,28.0,1.0,24.0,20.0,30.0
138833,76.8,-0.16,1.14,1.12,0.08,0.08,0.18,0.12,902.65,31.81,0.0,322.02,-2.24,28.0,1.0,24.0,20.0,30.0
138834,76.9,-0.13,1.06,1.16,0.08,0.08,0.14,0.1,916.77,31.81,0.0,322.71,-2.37,28.0,1.0,24.0,20.0,30.0
138835,77.0,-0.13,1.09,1.1,0.02,0.05,0.15,0.15,899.94,31.82,0.0,321.83,-2.72,28.0,1.0,24.0,20.0,30.0
138836,77.1,-0.18,1.0,1.12,0.08,0.09,0.19,0.14,898.08,31.81,0.0,321.33,-2.61,28.0,1.0,24.0,20.0,30.0
138837,77.2,-0.1,1.09,1.15,0.09,0.08,0.15,0.1,913.91,31.83,0.0,320.24,-2.17,28.0,1.0,24.0,20.0,30.0
138838,77.3,-0.1,1.19,1.1,0.02,0.03,0.16,0.12,903.68,31.84,0.0,320.0,-1.94,28.0,1.0,24.0,20.0,30.0
138839,77.4,-0.15,1.02,1.11,0.09,0.1,0.17,0.13,901.32,31.83,0.0,320.89,-2.22,28.0,1.0,24.0,20.0,30.0
138840,77.5,-0.13,1.17,1.15,0.07,0.05,0.11,0.1,919.19,31.83,0.0,321.2,-2.81,28.0,1.0,24.0,20.0,30.0
138841,77.6,-0.13,1.2,1.1,0.03,0.04,0.12,0.13,900.09,31.83,0.0,322.65,-2.48,28.0,1.0,24.0,20.0,30.0
138842,77.7,-0.17,1.0,1.12,0.08,0.1,0.16,0.12,898.27,31.82,0.0,320.73,-2.22,28.0,1.0,24.0,20.0,30.0
138843,77.8,-0.12,1.16,1.13,0.09,0.06,0.12,0.11,913.92,31.85,0.0,321.46,-1.99,28.0,1.0,24.0,20.0,30.0
138844,77.9,-0.09,1.21,1.09,0.03,0.05,0.16,0.15,904.12,31.84,0.0,319.59,-2.54,28.0,1.0,24.0,20.0,30.0
138845,78.0,-0.15,0.99,1.11,0.08,0.11,0.2,0.12,901.57,31.85,0.0,320.96,-2.59,28.0,1.0,24.0,20.0,30.0
138846,78.1,-0.14,1.24,1.14,0.08,0.06,0.13,0.1,917.07,31.83,0.0,321.01,-2.45,28.0,1.0,24.0,20.0,30.0
138847,78.2,-0.12,1.06,1.1,0.02,0.06,0.14,0.16,899.96,31.84,0.0,323.0,-2.05,28.0,1.0,24.0,20.0,30.0
138848,78.3,-0.16,1.03,1.12,0.08,0.09,0.18,0.15,899.0,31.82,0.0,321.87,-2.32,28.0,1.0,24.0,20.0,30.0
